,treatment,induction,fate,day,replicate
935S_MSCB-108,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-109,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-110,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-111,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-112,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-113,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-114,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-115,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-116,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-117,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-118,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-119,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-120,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-121,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-122,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-123,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-124,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-125,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-126,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-127,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-128,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-129,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-130,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-131,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-132,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-133,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-134,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-135,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-136,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-137,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-138,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-139,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-140,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-141,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-142,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-143,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-144,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-145,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-146,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-147,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-148,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-149,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-150,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-151,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-152,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-153,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-154,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-155,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-156,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-157,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-158,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-159,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-160,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-161,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-162,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-163,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-164,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-165,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-166,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-167,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-168,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-169,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-170,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-171,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-172,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-173,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-174,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-175,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-176,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-177,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-178,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-179,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-180,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-181,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-182,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-183,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-184,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-185,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-186,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-187,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-188,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-189,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-190,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-191,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-192,transdifferentiation,C/EBPα,iMac,4.75,1
936S_MSCB-001,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-002,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-003,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-004,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-005,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-006,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-007,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-008,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-009,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-010,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-011,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-012,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-013,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-014,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-015,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-016,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-017,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-018,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-019,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-020,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-021,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-022,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-023,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-024,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-025,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-026,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-027,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-028,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-029,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-030,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-031,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-032,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-033,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-034,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-035,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-036,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-037,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-038,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-039,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-040,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-041,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-042,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-043,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-044,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-045,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-046,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-047,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-048,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-049,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-050,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-051,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-052,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-053,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-054,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-055,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-056,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-057,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-058,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-059,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-060,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-061,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-062,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-063,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-064,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-065,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-066,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-067,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-068,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-069,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-070,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-071,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-072,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-073,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-074,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-075,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-076,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-077,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-078,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-079,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-080,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-081,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-082,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-083,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-084,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-085,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-086,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-087,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-088,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-089,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-090,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-091,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-092,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-093,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-094,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-095,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-096,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-097,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-098,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-099,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-100,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-101,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-102,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-103,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-104,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-105,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-106,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-107,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-108,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-109,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-110,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-111,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-112,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-113,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-114,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-115,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-116,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-117,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-118,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-119,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-120,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-121,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-122,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-123,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-124,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-125,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-126,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-127,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-128,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-129,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-130,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-131,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-132,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-133,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-134,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-135,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-136,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-137,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-138,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-139,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-140,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-141,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-142,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-143,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-144,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-145,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-146,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-147,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-148,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-149,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-150,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-151,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-152,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-153,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-154,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-155,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-156,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-157,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-158,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-159,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-160,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-161,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-162,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-163,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-164,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-165,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-166,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-167,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-168,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-169,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-170,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-171,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-172,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-173,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-174,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-175,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-176,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-177,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-178,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-179,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-180,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-181,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-182,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-183,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-184,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-185,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-186,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-187,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-188,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-189,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-190,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-191,n/a,C/EBPα,n/a,0.75,0
936S_MSCB-192,n/a,C/EBPα,n/a,0.75,0
937S_MSCB-001,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-002,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-003,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-004,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-005,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-006,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-007,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-008,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-009,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-010,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-011,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-012,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-013,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-014,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-015,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-016,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-017,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-018,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-019,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-020,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-021,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-022,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-023,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-024,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-025,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-026,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-027,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-028,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-029,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-030,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-031,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-032,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-033,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-034,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-035,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-036,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-037,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-038,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-039,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-040,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-041,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-042,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-043,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-044,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-045,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-046,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-047,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-048,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-049,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-050,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-051,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-052,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-053,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-054,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-055,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-056,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-057,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-058,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-059,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-060,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-061,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-062,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-063,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-064,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-065,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-066,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-067,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-068,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-069,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-070,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-071,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-072,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-073,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-074,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-075,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-076,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-077,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-078,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-079,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-080,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-081,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-082,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-083,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-084,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-085,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-086,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-087,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-088,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-089,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-090,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-091,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-092,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-093,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-094,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-095,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-096,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-097,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-098,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-099,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-100,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-101,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-102,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-103,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-104,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-105,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-106,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-107,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-108,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-109,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-110,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-111,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-112,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-113,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-114,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-115,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-116,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-117,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-118,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-119,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-120,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-121,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-122,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-123,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-124,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-125,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-126,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-127,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-128,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-129,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-130,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-131,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-132,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-133,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-134,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-135,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-136,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-137,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-138,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-139,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-140,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-141,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-142,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-143,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-144,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-145,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-146,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-147,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-148,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-149,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-150,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-151,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-152,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-153,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-154,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-155,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-156,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-157,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-158,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-159,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-160,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-161,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-162,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-163,n/a,C/EBPα,n/a,0.75,1
